ticket_id,review,category,rating,emotion,confidence,priority
TKT-24378,Mobile hanging some time it's not good just issued 10 days only getting problem.,smartTv,3,anger/sadness,58.40%,HIGH
TKT-24381,Return tha product,mobile,1,anger/sadness,89.43%,HIGH
TKT-24392,Bad battery life and heats up,mobile,4,anger/sadness,54.39%,HIGH
TKT-24393,"Failure model as the built quality is very poor. Unlike Samsung level and Boalt, for example, it's m",mobile accessories,2,anger/sadness,67.91%,HIGH
TKT-24399,It is a defective product. Poses one or the other problem. There are numerous problems in it. The in,mobile,1,anger/sadness,88.77%,HIGH
TKT-24401,One of its speaker has stopped working... Or either wasn't working from the start :(,mobile accessories,3,anger/sadness,93.19%,HIGH
TKT-24411,I suggest not to buy this TV. Though it is good but there are no service center as mentioned. The to,smartTv,3,anger/sadness,70.97%,HIGH
TKT-24414,"Camera is Only Good Part of this Mobile, But Fingerprint Scanner, Display, Performance is Not at Sat",mobile accessories,3,anger/sadness,36.78%,HIGH
TKT-24422,"It will charge my reshmi 4 2.5 times in full charge after use 6 months not working properly ,i wil g",mobile,1,anger/sadness,67.31%,HIGH
TKT-24428,Only one problem in this phone camera quality there is mention 48 megapixels but pictures & videos q,mobile,3,anger/sadness,51.25%,HIGH
TKT-24435,bad,smartTv,4,anger/sadness,67.42%,HIGH
TKT-24438,Average product,smartTv,1,neutral,46.98%,MEDIUM
TKT-24443,My mobile is automatically turning to mute mode everyday ( basically this is referred as no sounds a,mobile accessories,4,anger/sadness,62.72%,HIGH
TKT-24444,Am I feeling in my lifes worst phone is this one really the Camara was bad battery was bad Even can',mobile,1,anger/sadness,97.31%,HIGH
TKT-24449,"I've bought this phone about one month ago because just additional exchange of 3000, now I used this",mobile,1,anger/sadness,52.35%,HIGH
TKT-24451,Poor battery backup,mobile,4,anger/sadness,59.64%,HIGH
TKT-24455,"Quality is compromised,the back panel of the phone is feel like a loose back cover Never expected fr",mobile accessories,2,anger/sadness,59.00%,HIGH
TKT-24464,Worst phone I ever purchased of Redmi being a regular customer of amazon and redmi I never imagine t,mobile,1,anger/sadness,65.75%,HIGH
TKT-24468,"As promised, no visible signs of breakage but the wire stopped charging the phone😂",mobile,3,anger/sadness,46.30%,HIGH
TKT-24473,This was my first samsung phone. I loved the OS. Battery is a big plus. Decent camera. BUT it strugg,mobile,2,anger/sadness,51.51%,HIGH
TKT-24474,"Camera quality Disappointed front camera, not clear images 16 mp like 8 mp, phone heavy waite hand o",mobile,1,neutral,42.52%,MEDIUM
TKT-24478,Sounds are low,mobile,1,anger/sadness,57.31%,HIGH
TKT-24481,The product is defective. I have to struggle now to get this replaced. What is the deal of buying fr,mobile,1,anger/sadness,74.15%,HIGH
TKT-24482,1-app lock not working 2-notification issue 3-front cam quality poor 4-battery life poor,mobile accessories,4,anger/sadness,54.35%,HIGH
TKT-24483,Screen not working after 2 months after buying. pls suggest what should i do,mobile accessories,2,anger/sadness,92.19%,HIGH
TKT-24490,Some times internet using time mobile was heating lite and mobile working condition is good,mobile,4,anger/sadness,59.15%,HIGH
TKT-24511,Facing battery issues. Can i replace it,mobile,1,anger/sadness,46.81%,HIGH
TKT-24512, don't buy #AMAZON '' WASTE After 30 days display problems nonsence delivery product,mobile,1,anger/sadness,91.30%,HIGH
TKT-24520,Product itself is good. i bought it from India store and it is a 2nd generation model. I live in UAE,smartTv,1,anger/sadness,86.81%,HIGH
TKT-24528,Pathetic item. Tried replacement still awful product delivered not worth 15k. Sounds like a stereo a,smartTv,1,anger/sadness,76.91%,HIGH
TKT-24529,"Worst,no noise cancelation, while speaking the phone except receiver noise rest all other side perso",mobile accessories,1,anger/sadness,78.18%,HIGH
TKT-24534,Phone is not as per the expectation.. Features mentioned is awesome but in real its not reaching to ,mobile accessories,1,anger/sadness,66.03%,HIGH
TKT-24536,In the first month itself the phone was getting heated and was used to switch off and there was batt,mobile accessories,3,anger/sadness,74.31%,HIGH
TKT-24542,"Worst mobile ,not preferable for regular use, Worst condition, battery is worster than everything co",mobile,1,anger/sadness,95.99%,HIGH
TKT-24559,Too bad,mobile,1,anger/sadness,67.42%,HIGH
TKT-24564,One of the Worst phone it takes 12 hours to charge phone and it says Fast charging when contacted cu,mobile accessories,1,anger/sadness,97.79%,HIGH
TKT-24570,I purchase Samsung M10 after open box and no Mobile in this box demo phone in given by amazaon,mobile accessories,1,anger/sadness,68.34%,HIGH
TKT-24577,it is being used by me. Feels the touch system of the product is not up to the standard. The camera ,smartTv,3,anger/sadness,51.32%,HIGH
TKT-24587,I don't like it. boring.Waste of money,books,1,anger/sadness,94.94%,HIGH
TKT-24602,Instead,refrigerator,5,anger/sadness,62.18%,HIGH
TKT-24617,The product design is good when it comes to hearing quality is not upto mark and I have rejected the,mobile accessories,1,anger/sadness,56.72%,HIGH
TKT-24619,Not working,mobile accessories,1,anger/sadness,76.11%,HIGH
TKT-24624,Received with no head phones. It did work for couple weeks. Now screen does not respond to receiving,mobile,2,anger/sadness,77.80%,HIGH
TKT-24626,It was getting warm in 30 mins of usage. There was an issue with the microphone too. I could hear so,smartTv,1,anger/sadness,90.32%,HIGH
TKT-24627,"Why MI products have some problems always. ● Call notification is show but rejection is not work, ● ",refrigerator,2,anger/sadness,78.00%,HIGH
TKT-24636,"I got a previously used product. The protective sheet was very dirty, the phone had finger print smu",mobile accessories,1,anger/sadness,70.20%,HIGH
TKT-24648,i have received deffective product kindly change this phone i am just trying to return this product ,mobile,1,anger/sadness,90.10%,HIGH
TKT-24653,"Average power charging bank. Even though it's mentioned as 10000mAH battery power, it gets empties a",mobile,3,neutral,34.02%,MEDIUM
TKT-24661,Worst product !! Samsung sucks,mobile accessories,1,anger/sadness,96.31%,HIGH
TKT-24662,"Couldn't connect to my home wifi, tried everything I can and still can't. Very irritating",mobile accessories,2,anger/sadness,43.48%,HIGH
TKT-24673,Spikar not working,mobile accessories,1,anger/sadness,76.11%,HIGH
TKT-24682,Guys don't buy white colour it looks cheap..go for some other colour Advantages 1)sound quality is g,mobile,3,anger/sadness,53.39%,HIGH
TKT-24686,"Camera quality is such a bad, I have ever assumed. Don't go for it, front camera is pathetic.",mobile,2,anger/sadness,85.03%,HIGH
TKT-24692,Getting bios problem,smartTv,2,anger/sadness,69.79%,HIGH
TKT-24700,Battery life sucks 😑. Works only for 1.30 hours after full charge Update: Even after full charge wor,mobile accessories,1,anger/sadness,91.88%,HIGH
TKT-24701,Looks very very very cheap to hold on hand(especially with this white color). feeling very bad. I ha,mobile,2,anger/sadness,82.67%,HIGH
TKT-24703,Nowadays facing problems with touchscreen!! :( & it irritating,mobile accessories,3,neutral,37.74%,MEDIUM
TKT-24712,Ist i received a defective product....power button was not working properly...request a replacemrnt ,smartTv,4,anger/sadness,82.17%,HIGH
TKT-24715,very bad phone,mobile,1,anger/sadness,74.41%,HIGH
TKT-24727,No Netflix and Amazon Prime on MI TV. Chromecast and bluetooth are also really bad. Waste of money a,smartTv,1,anger/sadness,72.57%,HIGH
TKT-24728,"No fast charger and charging taking around 4-5 hours, fast battry consuming even in 1 hour 20 percen",mobile accessories,1,anger/sadness,48.71%,HIGH
TKT-24735,Missing headphones from inside a packed box. Didn’t expect that.,mobile,2,anger/sadness,64.52%,HIGH
TKT-24739,"Today replacement order delivery but mobile missing charger,back cover, Sim ejector pin only deliver",mobile accessories,1,anger/sadness,85.41%,HIGH
TKT-24740,Mi a3 West money I don't like mi phone a3 fist time I full phone purchase very derty phone function,mobile accessories,1,anger/sadness,51.61%,HIGH
TKT-24748,Lenovo was a cheap and poor product Mat kharido lne k baad bohat problem create kre ga or tension bh,smartTv,1,anger/sadness,88.53%,HIGH
TKT-24749,Not so many features as compared to other phones in this price range available in Mi A2. Battery dra,mobile,2,anger/sadness,40.09%,HIGH
TKT-24752,"Phone hanging issue, Gallery, whatsapp, instagram, file maneger,hike messenger, Facebook all app ver",mobile accessories,1,anger/sadness,55.41%,HIGH
TKT-24758,"Not bad, heating some times like when I use Bluetooth, charging time and gaming,I can give 3/5 ratin",mobile,3,neutral,54.31%,MEDIUM
TKT-24760,"battery not so good and as mobile automatic going switch off, ones again on than... just money throu",mobile accessories,1,anger/sadness,72.70%,HIGH
TKT-24764,"Bought it on October, 2018 and today(13 June 19) while on conference call it's screen went blank not",mobile accessories,1,anger/sadness,72.66%,HIGH
TKT-24769,"One month used, I am satisfied",mobile,5,anger/sadness,51.17%,HIGH
TKT-24772,Mobile speaker voice is very slow why,mobile accessories,1,anger/sadness,79.04%,HIGH
TKT-24773,Its a not good product your radio is not work and base also not good and when I touch volume button ,smartTv,2,anger/sadness,71.35%,HIGH
TKT-24774,Black patches on my TV screen is found please see to it as soon as possible,smartTv,1,anger/sadness,72.13%,HIGH
TKT-24783,Pros 1. Good battery life 2. Camera quality seems to be just okay Cons- 1. Position of earphone jack,mobile accessories,2,anger/sadness,41.86%,HIGH
TKT-24794,Fake,refrigerator,1,anger/sadness,75.63%,HIGH
TKT-24809,First thing I hate Samsung mobile.no new features.touch sensitivity average quality.when u slide the,mobile accessories,1,anger/sadness,89.16%,HIGH
TKT-24818,System is very slow. Also Office 365 is not working whereas product is purchased with licence versio,smartTv,1,anger/sadness,81.29%,HIGH
TKT-24821,Worthless product...within 3months it stops working please don't buy this product.... Neither Amazon,mobile,1,anger/sadness,95.93%,HIGH
TKT-24824,Not bad,mobile,5,anger/sadness,67.42%,HIGH
TKT-24833,The display quality is very poor and the edges appear to be dark always.,smartTv,2,anger/sadness,80.91%,HIGH
TKT-24834,This is a varry bad phone.l buy a mi5 set . this is not working properly,mobile accessories,1,anger/sadness,80.37%,HIGH
TKT-24837,MIUI is better than Androidone. Sometimes mobile is working not properly.,mobile accessories,4,anger/sadness,78.02%,HIGH
TKT-24843,After 5 months of use Pros - good screen and good camera Cons- internet speed sucks (compared with m,mobile accessories,2,anger/sadness,84.45%,HIGH
TKT-24844,Not bad,mobile accessories,4,anger/sadness,67.42%,HIGH
TKT-24846,Extremely bad product for the price. You have a lot of choices around 500 rs rather than this expens,smartTv,1,anger/sadness,75.11%,HIGH
TKT-24855,The product starts restarting every time has to giv it to service centre,mobile,2,anger/sadness,64.04%,HIGH
TKT-24858,I want a replace ment. With a updater dos and windows syster,smartTv,1,anger/sadness,46.60%,HIGH
TKT-24870,"Within 12 Days the new working phone, when kept on charging starts blinking with battery sign & not ",mobile,1,anger/sadness,97.54%,HIGH
TKT-24873,Average,mobile accessories,5,neutral,55.72%,MEDIUM
TKT-24875,Filling = best Battery = not performs at 6000 But no complent Display =very smooth but lag some time,mobile,3,anger/sadness,41.19%,HIGH
TKT-24876,"Back cam is not working, giving error continuously while operating cam. Even front cam quality is no",mobile accessories,1,anger/sadness,74.56%,HIGH
TKT-24878,Faulty product,mobile,1,anger/sadness,73.25%,HIGH
TKT-24886,The phone sexy black but received bill is not good old send the soft copy of the bill,smartTv,5,anger/sadness,50.57%,HIGH
TKT-24895,Nokia was the best but now its the worst mobile to buy .. its a complete waste of money,mobile accessories,1,anger/sadness,90.02%,HIGH
TKT-24901,"At first I gave it a 5 star, but things got worse. Second day itself phone restarted all of a sudden",mobile,1,anger/sadness,85.26%,HIGH
TKT-24912,Not working,smartTv,1,anger/sadness,76.11%,HIGH
TKT-24917,I used an Mi HRX edition earlier. I should say it was really good. Though there was no heat rate mon,refrigerator,1,anger/sadness,69.43%,HIGH
TKT-24925,Received some local brand memory card and that too 16GB. NOT AT ALL SATISFIED,mobile,1,anger/sadness,56.21%,HIGH
TKT-24928,Worst phone. This is the worst phone of samsung brand. I have never seen of samsung brandthe front c,mobile accessories,1,anger/sadness,98.24%,HIGH
TKT-24933,Touch screen not working,mobile accessories,1,anger/sadness,53.43%,HIGH
TKT-24976,"Flickering display, camera pictures getting blurred, display getting blue. Frequent restarts, photos",mobile accessories,1,anger/sadness,52.88%,HIGH
TKT-24977,Not bad,mobile accessories,1,anger/sadness,67.42%,HIGH
TKT-24983,"Unable to claim warranty, due to a small dent in the corner.",mobile,1,anger/sadness,63.06%,HIGH
TKT-24986,Worst product Amazon is a cheater . Will not suggest anyone to buy,mobile,1,anger/sadness,96.05%,HIGH
TKT-24988,"I got it 10 days back. Here are my reviews. 1.Doesn't have gorilla glass 5, as is shown here. 2.Touc",mobile,3,anger/sadness,62.11%,HIGH
TKT-24990,The phone stopped working after 4 months,mobile,1,anger/sadness,88.87%,HIGH
TKT-24995,3rd class mobile . Pls don't purchased,mobile accessories,1,anger/sadness,83.67%,HIGH
TKT-24996,Only problem is with speaker,mobile accessories,4,anger/sadness,57.68%,HIGH
TKT-25005,Average TV quality. Pathetic installation policy of the company... thoroughly disappointed with unpr,smartTv,1,anger/sadness,91.58%,HIGH
TKT-25008,"Features are being removed/reduced with every update the phone gets. Example, 1. The split screen wa",mobile accessories,4,anger/sadness,52.01%,HIGH
TKT-25016,"Warranty Service is very bad, I purchased 2 powerbank and Deterioration USB in only 2 month. Even th",mobile,1,anger/sadness,65.28%,HIGH
TKT-25027,I have no rating for this item redmi y3 . Very low flash light as low as I can not find anything at ,smartTv,2,anger/sadness,51.17%,HIGH
TKT-25037,I buy this mia3 few month so I write this review. 1. Camera is good compare to other phone 2. Batter,mobile accessories,3,anger/sadness,60.03%,HIGH
TKT-25038,"Very bad experience, not getting charge! Called CCE but in vain got reply from them to please visit ",smartTv,1,anger/sadness,86.34%,HIGH
TKT-25045,Lhs base damaged so please return as soon as possible.,refrigerator,1,anger/sadness,92.37%,HIGH
TKT-25053,"Proximity sensor not working properly, over heating after share any data. If I called to Amazon he c",mobile,1,anger/sadness,98.16%,HIGH
TKT-25056,"Very bad call quality. When someone speaks from the other end ,it is not audible even when the speak",mobile accessories,2,anger/sadness,84.00%,HIGH
TKT-25059,"Not a worth product, even charging premium price not working as worth product. With in 1 month usage",mobile accessories,1,anger/sadness,64.98%,HIGH
TKT-25066,Very poor mobile for Android mobile Same quality android mobile 20k rs.,mobile,2,anger/sadness,54.64%,HIGH
TKT-25069,Trash mobile.Amazon and Samsung both cheated. Stay away from this mobile. Got 2 mobiles. One display,mobile accessories,1,anger/sadness,89.60%,HIGH
TKT-25092,"Phone is 🔥 lot, I have to replace the phone, I don't know only my phone is happening?",mobile,2,anger/sadness,58.40%,HIGH
TKT-25093,"Very vad experience, TV had delivered but installation not available, it's horrible ' DON'T BUY THIS",smartTv,2,anger/sadness,96.56%,HIGH
TKT-25095,"Phone stop working within 10 days. Disply is completely blank, while boot only vibrate once but not ",mobile accessories,1,anger/sadness,92.71%,HIGH
TKT-25101,"Video quality poor, not slow, poor battery, camera not good",mobile,1,anger/sadness,69.99%,HIGH
TKT-25102,"Pros:- Premium body, good touch, better battery life, compared to 5s Cons:- Phone have serious netwo",mobile,3,anger/sadness,49.73%,HIGH
TKT-25115,really its getting slow day by day. its really painful.,mobile,3,anger/sadness,48.95%,HIGH
TKT-25122,High price...,smartTv,2,anger/sadness,42.88%,HIGH
TKT-25126,After 12 days sound was automatically off and its not working now,mobile accessories,1,anger/sadness,69.67%,HIGH
TKT-25141,The product does not meet the expectations of buyers. The sound is quite low even at full volume. Qu,mobile,1,anger/sadness,48.68%,HIGH
TKT-25153,Bought on 25th APRIL....2017 and now the touch is not working. Kindly suggest what can done now.,smartTv,3,anger/sadness,79.29%,HIGH
TKT-25155,It's was very bad experience with Samsung TV. 50 inches In just 1 days showing this screen.,smartTv,1,anger/sadness,88.53%,HIGH
TKT-25168,"Technician, yet to contact me",smartTv,1,anger/sadness,53.53%,HIGH
TKT-25185,I totally dis appointed with the piece about product Not hearing properly and charging is down witho,mobile,5,anger/sadness,73.00%,HIGH
TKT-25188,"Sound quality , battery life , durability everything would look good. But only till 1 year after whi",smartTv,1,anger/sadness,54.19%,HIGH
TKT-25190,"The product is good... Yes but it came without an remote, screws n manual.... Worse CS from Amazon..",smartTv,5,anger/sadness,81.65%,HIGH
TKT-25191,Please Do not Waste Your money.. this Phone is over prize ...they did not provide specs in 1lakh ...,mobile,3,anger/sadness,79.12%,HIGH
TKT-25198,dont give information as the name indicates. It does not discloses as it shows.,books,2,anger/sadness,75.58%,HIGH
TKT-25204,Average,refrigerator,3,neutral,55.72%,MEDIUM
TKT-25223,I am giving two star because one Speaker is not working and camera is not good as I aspect.,mobile accessories,2,anger/sadness,59.19%,HIGH
TKT-25238,The phone was defective. It was slow the camera quality was poor . I was not able to perform all my ,mobile,1,anger/sadness,95.56%,HIGH
TKT-25249,"Hey everyone , who so ever are making the plan of buying please dont buy because they are giving ver",mobile accessories,3,anger/sadness,83.58%,HIGH
TKT-25265,"From ssc point of view it covers idioms not phrase, one word substitution, narration, voices, synony",books,3,neutral,50.62%,MEDIUM
TKT-25272,The product is not working after 2 months of purchase,mobile,1,anger/sadness,85.73%,HIGH
TKT-25278,Wire is made of good quality material but it has suddenly dropped charging speed and stopped working,mobile,3,anger/sadness,61.40%,HIGH
TKT-25283,bakwas fone h,mobile accessories,1,anger/sadness,48.25%,HIGH
TKT-25287,Its not showing calories accurately while gyming totaly wrost product,refrigerator,5,anger/sadness,78.41%,HIGH
TKT-25290,Too much charging time nearly 12 hours to full charge and 3 times only charging my phone and cable l,mobile,1,anger/sadness,60.27%,HIGH
TKT-25291,"I bought this product one month ago, i faced a screen issue. Where phone internally works but I coul",mobile accessories,2,anger/sadness,54.83%,HIGH
TKT-25295,Samsung is selling this online on low price. Same model with another name and higher rate is availab,mobile accessories,1,anger/sadness,99.23%,HIGH
TKT-25302,"Dabba phone no warranty for display and other spares, don’t spend hug amount for this phone, waste y",smartTv,1,anger/sadness,96.28%,HIGH
TKT-25316,Stopped working in 10 days,refrigerator,1,anger/sadness,85.00%,HIGH
TKT-25323,Display tach is poor work,mobile accessories,1,anger/sadness,85.61%,HIGH
TKT-25330,Don't buy rate is high,mobile accessories,1,anger/sadness,90.42%,HIGH
TKT-25335,"This price other devices please don't by it camera is very poor quality , screen size also , process",mobile,1,anger/sadness,65.86%,HIGH
TKT-25347,"Very slow charging, slow data transfer",mobile,1,anger/sadness,51.71%,HIGH
TKT-25351,It's dis connect with phone while calling over phone...,mobile accessories,2,anger/sadness,53.69%,HIGH
TKT-25352,"Faulty product, have network and speaker issue.",mobile accessories,1,anger/sadness,86.61%,HIGH
TKT-25355,Lot of audio issue I have to off the phone 100 times a day for den it work every 3 mint audio is gon,mobile,3,anger/sadness,47.94%,HIGH
TKT-25360,waste product,smartTv,1,anger/sadness,96.25%,HIGH
TKT-25365,Phone with ever worst battery backup,mobile accessories,1,anger/sadness,82.79%,HIGH
TKT-25366,I hate this phone,mobile,1,anger/sadness,74.51%,HIGH
TKT-25371,"Straight to the point, for this price, don't buy this phone. Gets really warm after an hour of usage",mobile,1,anger/sadness,73.69%,HIGH
TKT-25372,It is a fake flip 4 that has got delivered. I compared it to an original one. Please don’t order thi,smartTv,1,anger/sadness,55.26%,HIGH
TKT-25383,Headphones work only one month,mobile,1,anger/sadness,62.99%,HIGH
TKT-25405,The phone is not ringing most of times.it shows busy of my number when ppl called me. Please give au,mobile accessories,1,anger/sadness,46.98%,HIGH
TKT-25410,Picture quality is nice sound quality is poor sometimes it hangs overall average product in cheaper ,refrigerator,4,anger/sadness,39.68%,HIGH
TKT-25417,Totally scrape mobile not working properly it's lagging hanging a lot worst product by amazon even a,mobile,3,anger/sadness,96.74%,HIGH
TKT-25420,9 months ago I buy tv but now tv speaker not working. I call service center but not any response . C,smartTv,1,anger/sadness,96.68%,HIGH
TKT-25422,"The product is not good , and the amazon technical team is also very slow. they are finally starting",mobile accessories,1,anger/sadness,52.00%,HIGH
TKT-25423,Screen width is very less in comparison to the long length of screen,mobile,4,anger/sadness,45.90%,HIGH
TKT-25428,Facing alot of issues with this phone after using 3 months of time... 1. Call waiting not working...,mobile accessories,1,anger/sadness,61.02%,HIGH
TKT-25437,Its a very bad Quality and very slow changed to mobile and very cheap quality. Bahot slow change hot,mobile,1,anger/sadness,95.69%,HIGH
TKT-25438,Front camera is average Mi music app donot scan all songs from phone Back camera is good There are l,mobile,3,neutral,48.53%,MEDIUM
TKT-25451,Useless product I have received and an not able to get the replacement also. Customer care executive,mobile accessories,1,anger/sadness,95.47%,HIGH
TKT-25463,"Don't buy it or MI band 2, both have some display problems, after my warranty over, my display brigh",refrigerator,1,anger/sadness,83.81%,HIGH
TKT-25479,"Battery life, Performance and selfie camera are up to mark. But don't have notification light. I mea",mobile accessories,3,neutral,58.31%,MEDIUM
TKT-25480,BUILD QUALITY -POOR. DISPLAY -GOOD PERFORMANCE-AVERAGE CAMERA -AVERAGE BATTERY-GOOD HEATING ISSUES -,mobile,3,anger/sadness,53.74%,HIGH
TKT-25482,Very slow phone ... please don’t buy .. you will get frustrated with the performance .,mobile,1,anger/sadness,89.85%,HIGH
TKT-25485,Don’t buy ... I bought this after reading so many good reviews (must be paid reviews)but trust me I ,mobile,1,anger/sadness,92.61%,HIGH
TKT-25501,"After 20 months it stops in middle, Not starting at all. You have to wait more than 15 mts to Start ",smartTv,1,anger/sadness,72.72%,HIGH
TKT-25508,It doesn't have dual app permission and any facility to add new song as ringtone,mobile accessories,1,anger/sadness,49.37%,HIGH
TKT-25509,Camera quality not so bad,mobile accessories,3,anger/sadness,54.14%,HIGH
TKT-25510,"In the first month after purchase, it stopped working and the manufacturer is not reachable neither ",mobile,1,anger/sadness,87.87%,HIGH
TKT-25514,Quality of internal parts to store the bottles is very delicate. Hence I have returned the product.,refrigerator,2,anger/sadness,51.45%,HIGH
TKT-25517,Mobile is too good but amazon services are terrible,smartTv,1,anger/sadness,49.41%,HIGH
TKT-25539,The power bank worked well for less than 3 months. Then it stopped charging altogether. I called the,mobile,2,anger/sadness,92.05%,HIGH
TKT-25543,worst expirence of my life i just used 3 months and mother board got damage.,mobile,1,anger/sadness,86.60%,HIGH
TKT-25544,Don't buy it,mobile accessories,1,anger/sadness,96.86%,HIGH
TKT-25549,Got this laptop in April and some of the character key pads are not working. its been very difficult,smartTv,1,anger/sadness,65.04%,HIGH
TKT-25557,It looks nice and thats about it. The phone slowed down after only 2 months usage. Would recommend n,mobile,2,anger/sadness,87.77%,HIGH
TKT-25559,Very sorry to inform you that the product 's Performance is very poor . I am very disappointed with ,smartTv,1,anger/sadness,50.82%,HIGH
TKT-25569,"Only one speaker was working, one more speaker not working,very froud in service center",mobile accessories,1,anger/sadness,81.12%,HIGH
TKT-25580,"Product is goo, but sound quality is bad. The sound gets blur on increased volume. Can it be replace",smartTv,3,anger/sadness,58.81%,HIGH
TKT-25581,i am feel very bad experience about amazon services i am purchased mi a 2 mobile using two days afte,mobile,1,anger/sadness,65.92%,HIGH
TKT-25584,Quality is low,mobile,4,anger/sadness,53.97%,HIGH
TKT-25600,This mobile didn't even pass quality test How do you guys sell it.,mobile accessories,1,anger/sadness,61.70%,HIGH
TKT-25610,i bought this phone 3 weeks ago..the phone itself is very good but i have problem with the charger..,mobile,1,anger/sadness,84.13%,HIGH
TKT-25613,Picture quality is very low,mobile,1,anger/sadness,46.06%,HIGH
TKT-25616,The fingerprint is worst performance in A3 devise....I'm not satisfied with this product and I'm goi,mobile accessories,3,anger/sadness,60.30%,HIGH
TKT-25623,"July 2, 2018 The unit (Vendor Name is: AYR Tech) was delivered on June 30 2018. However, Faulty prod",smartTv,3,anger/sadness,66.43%,HIGH
TKT-25639,"Don't buy, wait for 7t pro",mobile,3,anger/sadness,80.25%,HIGH
TKT-25642,Charger is not working. Waste of money. What could I do with the watch without charger.,refrigerator,1,anger/sadness,88.96%,HIGH
TKT-25646,"There are few problems,, sometimes it hang,,, slow down,,, few time it doesn't work but after restar",mobile accessories,4,anger/sadness,49.73%,HIGH
TKT-25647,Worked well for about six months after which the charger doesn't charges itself fully as it gets stu,mobile,1,anger/sadness,85.33%,HIGH
TKT-25656,Hanging problems...charger stopped working and when I went to service centre they said they had to o,mobile accessories,1,anger/sadness,85.34%,HIGH
TKT-25657,Sim slot is not working properly with any sim Outgoing calls go but incoming calls do not come. Don',mobile accessories,1,anger/sadness,71.48%,HIGH
TKT-25658,I am frustrated from this mi TV .I bought this product just 1.5 month before. Now Mi TV is not worki,smartTv,1,anger/sadness,79.84%,HIGH
TKT-25659,5 start,mobile accessories,5,anger/sadness,53.20%,HIGH
TKT-25661,"Most ridiculous laptop, too low, it takes approx 50sec to open a file or application",smartTv,1,anger/sadness,71.97%,HIGH
TKT-25668,Please don't buy it,smartTv,2,anger/sadness,96.86%,HIGH
TKT-25669,Bought in Agust. Not working from October. Not a good product. Service is also bad. When contacted c,smartTv,2,anger/sadness,77.61%,HIGH
TKT-25672,Waste,mobile accessories,1,anger/sadness,96.20%,HIGH
TKT-25686,Worst thing is no earphones with phone and even no slot for other earphone.. again u have to spent s,mobile accessories,1,anger/sadness,72.37%,HIGH
TKT-25689,Very bad quality,refrigerator,1,anger/sadness,91.64%,HIGH
TKT-25693,The processing is very slow. It take nearly 5-10 seconds to open the image you have just clicked....,mobile accessories,2,anger/sadness,60.59%,HIGH
TKT-25697,"There is a huge problem in battery,it drains to zero even it is 100% charged.the mobile shut down an",mobile,2,anger/sadness,80.89%,HIGH
TKT-25699,My display round phone faulty,mobile accessories,1,anger/sadness,62.12%,HIGH
TKT-25701,My mobile is showing continuously no service where there is no problem with network.on this mobile o,mobile accessories,2,anger/sadness,72.72%,HIGH
TKT-25710,Bought this to use with my Security Key for Two Factor Authentication Except that i am unable to get,mobile,1,anger/sadness,63.70%,HIGH
TKT-25728,Full screen which is missing for some applications and clarity of pictures is not at expected,mobile accessories,1,anger/sadness,64.65%,HIGH
TKT-25730,Handy & Light weight. Speaker & ringtone sound is very low. Back side cover not adjusted properly. B,mobile accessories,3,neutral,49.69%,MEDIUM
TKT-25734,Worst worst worst and amazon is very worst no adequate timely services please dont buy this bloody p,mobile accessories,1,anger/sadness,96.08%,HIGH
TKT-25736,Used product recieved with a broken seal. Delivery was fast but product had quality issues.,smartTv,2,anger/sadness,48.91%,HIGH
TKT-25756,I want to return this product bcs of its to much heating....♨♨♨,mobile accessories,1,anger/sadness,92.45%,HIGH
TKT-25760,This laptop is the worst investment for anyone looking to buy a laptop in the 50-60k range. Either I,smartTv,1,anger/sadness,81.74%,HIGH
TKT-25763,Touch. Not working,smartTv,1,anger/sadness,64.64%,HIGH
TKT-25776,Never purchase Apple products on Amazon. Worst product! Even worst service by Amazon! The phone was ,mobile,1,anger/sadness,95.43%,HIGH
TKT-25792,I purchased the TV 3 months back but problem started with in 3 months back ground some sound noise c,smartTv,2,anger/sadness,80.07%,HIGH
TKT-25804,Screen not good. I found crack screen phone. Journly crack doesn't show . Show only specific conditi,mobile accessories,1,anger/sadness,48.21%,HIGH
TKT-25805,"The product is damaged, I have asked for replacement please follow up. The refrigerator is nice, big",refrigerator,2,anger/sadness,56.10%,HIGH
TKT-25814,Poor product. Remote stopped working just after 3 days of installation. And no response from custome,smartTv,1,anger/sadness,91.88%,HIGH
TKT-25827,"Delivered incomplete order. One lens missing (55-250 mm ), SD card missing and charger missing. I ha",refrigerator,1,anger/sadness,61.31%,HIGH
TKT-25828,Due to wrong dilevry i couldnt return as window is of 15 days only. I got better deal instead. other,mobile,3,anger/sadness,60.50%,HIGH
TKT-25839,"Disliked, phone auto formated my all data. And restarted.",mobile,1,anger/sadness,50.71%,HIGH
TKT-25870,Laptop is not turning on. Please call back ASAP. 9993594431,smartTv,1,anger/sadness,49.99%,HIGH
TKT-25893,"A very good phone by samsung , i replaced my phone after 5 years of using the samsung galaxy grand d",mobile,5,anger/sadness,34.81%,HIGH
TKT-25901,No call recorder in A series phones,mobile accessories,3,neutral,55.26%,MEDIUM
TKT-25902,This TV is totally useless. I bought it on amazon sale and even though it says 2019 model half of th,smartTv,1,anger/sadness,90.74%,HIGH
TKT-25915,The iPhone I received is refurbished. So buyers beware of this thing.,smartTv,1,anger/sadness,47.38%,HIGH
